,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
371,taoudenni,22.6783,-3.9836,88.12,18,29,10.33,ML,1619674147
372,mitsamiouli,-11.3847,43.2844,82.13,74,7,8.43,KM,1619674147
373,boa vista,2.8197,-60.6733,80.6,78,40,4.61,BR,1619674148
374,balad,34.0164,44.1453,83.88,21,0,9.55,IQ,1619674066
375,aksu,41.1231,80.2644,78.8,9,0,1.36,CN,1619674148
376,zhangjiakou,40.81,114.8794,53.29,15,58,25.55,CN,1619674149
377,san andres,12.5847,-81.7006,80.6,78,20,9.22,CO,1619674149
378,lokosovo,61.1333,74.8167,47.41,61,100,4.74,RU,1619674149
379,yantzaza,-3.8278,-78.7594,66.22,97,82,0.72,EC,1619674150
380,aquidaba,-10.2814,-37.0186,69.98,97,35,2.01,BR,1619674150
381,itoman,26.1247,127.6694,68.0,88,75,19.57,JP,1619674150
382,korla,41.7597,86.1469,77.22,13,0,7.76,CN,1619674151
383,tisnov,49.3487,16.4244,52.0,79,100,7.0,CZ,1619674151
384,chalakudi,10.304,76.3361,91.99,66,40,3.44,IN,1619674152
385,sambava,-14.2667,50.1667,77.94,82,10,10.0,MG,1619674152
386,mahebourg,-20.4081,57.7,80.6,83,40,16.11,MU,1619674152
387,san quintin,30.4833,-115.95,58.55,85,0,3.89,MX,1619674153
388,saint-augustin,51.226,-58.6502,38.84,96,100,1.54,CA,1619674153
389,carbonear,47.7332,-53.2148,37.99,14,100,1.99,CA,1619674153
390,marrakesh,31.6315,-8.0083,60.8,67,75,5.75,MA,1619674154
391,beecher,43.09,-83.6944,48.2,81,90,11.5,US,1619674116
392,xai-xai,-25.0519,33.6442,68.47,86,0,4.81,MZ,1619674154
393,touros,-5.1989,-35.4608,73.4,94,20,3.44,BR,1619674155
394,kaeo,-35.1,173.7833,64.0,69,63,3.0,NZ,1619674155
395,kharsawan,22.8,85.8333,95.0,49,14,3.44,IN,1619674156
396,gallup,35.5281,-108.7426,44.6,65,75,4.61,US,1619674156
397,mumford,5.2618,-0.759,80.4,82,100,6.51,GH,1619674156
398,miri,4.4148,114.0089,89.6,62,40,9.22,MY,1619674157
399,la ronge,55.1001,-105.2842,28.4,69,71,3.44,CA,1619674157
400,bubaque,11.2833,-15.8333,77.34,69,66,16.49,GW,1619674158
401,molina,-35.1167,-71.2833,51.01,93,53,2.3,CL,1619674158
402,djibo,14.1022,-1.6306,86.02,35,16,9.6,BF,1619674158
403,upernavik,72.7868,-56.1549,15.93,94,18,7.16,GL,1619674159
404,rabak,13.1809,32.74,92.05,31,93,9.24,SD,1619674159
405,ponta do sol,32.6667,-17.1,59.0,80,68,1.01,PT,1619674160
406,sehithwa,-20.4667,22.7167,63.39,73,11,5.17,BW,1619674160
407,hovd,48.0056,91.6419,66.67,22,33,8.9,MN,1619674160
408,hvolsvollur,63.7533,-20.2243,37.0,95,94,8.99,IS,1619674161
409,san jose,37.3394,-121.895,63.0,45,1,6.91,US,1619674159
410,neiafu,-18.65,-173.9833,80.6,89,75,10.36,TO,1619674161
411,nanuque,-17.8392,-40.3539,69.8,94,88,5.77,BR,1619674162
412,huarmey,-10.0681,-78.1522,67.05,88,55,8.08,PE,1619674162
413,daniel flores,9.3355,-83.6694,70.83,91,92,1.5,CR,1619674162
414,empalme,27.9667,-110.8167,71.01,41,0,5.01,MX,1619674163
415,saldanha,-33.0117,17.9442,50.0,93,20,4.61,ZA,1619674163
416,berdsk,54.7551,83.0967,57.2,44,0,15.66,RU,1619674163
417,marakkanam,12.2,79.95,90.09,58,0,11.88,IN,1619674164
418,izhma,65.0083,53.9113,32.07,64,100,7.45,RU,1619674164
419,fairbanks,64.8378,-147.7164,51.8,32,75,1.32,US,1619673903
420,niono,14.2526,-5.993,91.26,29,76,10.0,ML,1619674165
421,arkhipo-osipovka,44.37,38.52,55.83,81,88,7.11,RU,1619674165
422,muros,42.7762,-9.0603,43.0,94,46,7.0,ES,1619674165
423,umm lajj,25.0213,37.2685,86.04,33,0,11.32,SA,1619674166
424,bela,25.9333,81.9833,105.96,5,31,1.36,IN,1619674166
425,dingle,10.9995,122.6711,90.79,50,53,8.16,PH,1619674167
426,quang ngai,15.1167,108.8,89.73,49,99,10.54,VN,1619674008
427,varhaug,58.6147,5.6457,37.99,85,21,5.77,NO,1619674167
428,loa janan,-0.583,117.095,89.82,61,93,2.06,ID,1619674167
429,beyla,8.6833,-8.6333,69.64,89,82,3.0,GN,1619674168
430,salmas,38.1973,44.7653,62.6,63,0,2.3,IR,1619674168
431,bilibino,68.0546,166.4372,28.02,78,97,3.56,RU,1619674168
432,sandnessjoen,66.0217,12.6316,35.6,87,20,1.14,NO,1619674169
433,the valley,18.217,-63.0578,78.8,78,75,10.36,AI,1619674169
434,olinda,-8.0089,-34.8553,78.8,78,40,8.05,BR,1619674170
435,namibe,-15.1961,12.1522,73.35,72,38,9.1,AO,1619674170
436,ust-kuyga,70.0167,135.6,28.54,85,44,6.13,RU,1619674170
437,gasa,31.5,34.4667,72.0,45,0,3.18,PS,1619674171
438,christchurch,-43.5333,172.6333,59.0,55,15,9.22,NZ,1619674171
439,kondoa,-4.9,35.7833,64.42,83,100,5.91,TZ,1619674172
440,weinan,34.5036,109.5089,84.2,23,20,17.9,CN,1619674172
441,mikhaylovka,50.06,43.2379,46.99,78,5,1.01,RU,1619674173
442,ballina,-28.8667,153.5667,73.4,64,100,10.36,AU,1619674173
443,tezu,27.9167,96.1667,99.52,16,66,5.37,IN,1619674173
444,iquitos,-3.7481,-73.2472,75.2,94,75,1.83,PE,1619674174
445,kahului,20.8947,-156.47,75.2,88,40,6.91,US,1619673889
446,grindavik,63.8424,-22.4338,39.2,93,75,8.05,IS,1619674174
447,ryki,51.6257,21.9327,48.0,86,95,8.46,PL,1619674174
448,avera,33.194,-82.5271,66.2,74,1,5.75,US,1619674175
449,lipin bor,60.2622,37.9763,32.22,76,100,6.51,RU,1619674175
450,jalu,29.0331,21.5482,74.75,12,10,10.71,LY,1619674175
451,samarai,-10.6167,150.6667,80.58,73,100,11.23,PG,1619674176
452,sangar,63.9242,127.4739,31.77,88,28,4.03,RU,1619674176
453,opuwo,-18.0607,13.84,63.54,60,34,3.11,NA,1619674177
454,balikpapan,-1.2675,116.8289,83.97,68,99,2.98,ID,1619674177
455,tsaratanana,-16.7833,47.65,76.12,73,6,11.43,MG,1619674177
456,san cristobal,7.7669,-72.225,66.67,97,100,2.19,VE,1619674023
457,mweka,-4.85,21.5667,68.63,99,100,1.16,CD,1619674178
458,port lincoln,-34.7333,135.8667,71.49,42,7,5.99,AU,1619674178
459,zaozerne,45.1582,33.2787,53.01,59,100,16.73,UA,1619674179
460,sao paulo de olivenca,-3.3783,-68.8725,72.01,99,98,2.04,BR,1619674179
461,ivaipora,-24.2478,-51.6847,53.51,83,19,5.82,BR,1619674179
462,mount isa,-20.7333,139.5,86.0,20,1,13.8,AU,1619674180
463,letlhakane,-21.4167,25.5833,65.03,42,58,10.67,BW,1619674180
464,churapcha,62.0025,132.4325,33.04,93,100,2.89,RU,1619674181
465,guozhen,34.3659,107.359,83.95,17,2,16.26,CN,1619674181
466,tautira,-17.7333,-149.15,80.6,74,40,2.3,PF,1619674181
467,madison,34.7334,-86.5667,69.01,83,1,5.75,US,1619674039
468,mandapam,9.2833,79.1167,86.14,73,86,15.21,IN,1619674182
469,skjervoy,70.0311,20.9714,30.2,80,90,13.8,NO,1619674182
470,kabansk,52.0486,106.6528,46.4,25,100,4.47,RU,1619674183
471,kovdor,67.5662,30.4758,25.56,73,93,5.68,RU,1619674183
472,bridlington,54.0831,-0.1919,39.0,86,45,14.29,GB,1619674183
473,rieti,42.4072,12.8592,55.99,93,89,4.61,IT,1619674184
474,huinan,42.6225,126.2614,63.75,18,89,14.81,CN,1619674184
475,vila,42.0304,-8.1588,45.0,89,47,1.99,PT,1619674184
476,waw,7.7029,27.9953,77.31,74,92,5.59,SS,1619674185
477,senanga,-16.1167,23.2667,65.1,78,99,5.46,ZM,1619674185
478,kikwit,-5.041,18.8162,70.92,97,100,0.98,CD,1619674185
479,raudeberg,61.9875,5.1352,41.0,74,7,19.19,NO,1619674186
480,corpus christi,27.8006,-97.3964,77.0,94,90,12.66,US,1619674186
481,gillette,44.2911,-105.5022,48.99,70,1,5.75,US,1619674186
482,castelo branco,39.8222,-7.4909,48.0,72,51,5.5,PT,1619673921
483,sorong,-0.8833,131.25,81.97,78,37,2.21,ID,1619674187
484,nanortalik,60.1432,-45.2371,34.79,94,52,4.27,GL,1619674187
485,kupang,-10.1667,123.5833,83.34,72,54,6.73,ID,1619674188
486,kichera,55.9375,110.0997,33.64,45,20,2.19,RU,1619674188
487,svarstad,59.399,9.9698,37.0,1,86,6.29,NO,1619674188
488,le robert,14.6775,-60.9392,75.2,83,75,11.5,MQ,1619674189
489,adrar,20.5022,-10.0711,78.98,20,4,11.23,MR,1619674189
490,kuznechikha,57.2161,42.3348,36.19,91,100,6.73,RU,1619674189
491,kathu,7.9178,98.3332,87.8,62,20,6.91,TH,1619674190
492,makakilo city,21.3469,-158.0858,73.4,78,90,8.05,US,1619674190
493,salgado,-11.0319,-37.475,75.2,94,20,3.44,BR,1619674190
494,ust-tsilma,65.441,52.1498,30.63,57,100,6.33,RU,1619674191
495,ahipara,-35.1667,173.1667,61.39,66,26,9.44,NZ,1619674191
496,songjianghe,42.1859,127.479,59.4,14,98,7.29,CN,1619674192
497,sri aman,1.2376,111.4621,89.6,70,40,2.3,MY,1619674192
498,tilichiki,60.4667,166.1,32.07,99,99,3.56,RU,1619674192
499,alta floresta,-9.8756,-56.0861,69.82,97,100,2.53,BR,1619674193
500,labuan,5.2767,115.2417,87.8,79,40,4.61,MY,1619674193
501,jati,24.3539,68.2671,90.99,42,20,12.66,PK,1619674193
502,caravelas,-17.7125,-39.2481,73.51,86,84,3.31,BR,1619674194
503,saint-pierre,-21.3393,55.4781,82.4,69,0,18.41,RE,1619674194
504,maxixe,-23.8597,35.3472,69.8,94,20,3.56,MZ,1619674194
505,yulara,-25.2406,130.9889,77.0,18,0,9.22,AU,1619674195
506,tshikapa,-6.4167,20.8,71.82,89,100,1.5,CD,1619674195
507,maragogi,-9.0122,-35.2225,77.16,81,36,4.59,BR,1619674195
508,jurm,36.8648,70.8342,69.06,28,0,2.64,AF,1619674196
509,batagay,67.6333,134.6333,29.75,84,82,2.13,RU,1619674196
510,ginosa,40.5801,16.7561,57.99,93,20,1.14,IT,1619674196
511,pangody,65.85,74.4859,30.2,88,100,5.46,RU,1619674197
512,pimentel,-6.8367,-79.9342,64.99,84,65,3.0,PE,1619674197
513,meadow lake,34.8014,-106.5436,46.99,76,75,5.75,US,1619674198
514,baiyin,36.5583,104.2081,68.0,18,20,11.18,CN,1619674198
515,khani,41.9563,42.9566,62.6,63,0,11.5,GE,1619674198
516,salinas,36.6777,-121.6555,60.8,59,1,6.91,US,1619674199
517,dzerzhinsk,56.2389,43.4631,42.8,65,75,8.95,RU,1619674199
518,tungor,53.3808,142.9564,34.05,69,15,11.48,RU,1619674199
519,kota bahru,6.1333,102.2386,87.8,79,20,10.36,MY,1619674200
520,norfolk,42.1668,-71.2495,52.0,87,90,3.44,US,1619674116
521,saint-francois,46.4154,3.9054,50.0,76,90,5.75,FR,1619674200
522,ust-uda,54.1742,103.0304,40.95,54,100,4.36,RU,1619674201
523,kendari,-3.945,122.4989,87.17,54,90,6.67,ID,1619674201
524,tommot,58.9564,126.2925,33.13,93,100,8.23,RU,1619674202
525,same,-4.0667,37.7333,71.73,82,92,3.49,TZ,1619674203
526,santa maria da vitoria,-13.3947,-44.1886,70.54,69,26,2.33,BR,1619674203
527,remiremont,48.0175,6.5882,50.0,87,75,6.91,FR,1619674203
528,prado,-17.3411,-39.2208,71.49,90,48,4.0,BR,1619674204
529,kommunar,59.6206,30.39,39.2,60,0,6.71,RU,1619674204
530,windhoek,-22.5594,17.0832,55.0,71,0,3.44,NA,1619674205
531,karratha,-20.7377,116.8463,92.71,22,0,10.04,AU,1619674205
532,faanui,-16.4833,-151.75,82.06,74,72,11.18,PF,1619674205
533,beyneu,45.3167,55.2,63.3,26,99,13.53,KZ,1619674014
534,lodeynoye pole,60.726,33.5531,40.06,55,54,7.99,RU,1619674206
535,tuatapere,-46.1333,167.6833,55.99,94,97,14.0,NZ,1619674206
536,dicabisagan,17.0818,122.4157,85.5,57,83,6.76,PH,1619674207
537,dahra,36.2546,0.8519,59.0,67,0,7.47,DZ,1619674207
538,cloquet,46.7216,-92.4594,37.99,87,1,3.24,US,1619674207
539,salina,38.8403,-97.6114,59.0,88,90,8.05,US,1619674208
540,ust-nera,64.5667,143.2,35.55,86,100,1.81,RU,1619674208
541,atambua,-9.1061,124.8925,82.18,59,17,3.22,ID,1619674208
542,uvat,59.1433,68.8953,49.86,40,54,14.67,RU,1619674209
543,san matias,-16.3667,-58.4,67.71,60,90,4.83,BO,1619674209
544,smithers,54.7804,-127.1743,44.6,100,90,3.29,CA,1619674209
545,gao,16.6362,1.637,89.17,11,0,7.9,ML,1619674210
546,kargil,34.5667,76.1,44.33,33,98,3.51,IN,1619674210
547,honiara,-9.4333,159.95,80.98,80,91,2.01,SB,1619674211
548,los llanos de aridane,28.6585,-17.9182,64.4,59,0,6.91,ES,1619674211
549,grand-santi,4.25,-54.3833,72.01,99,100,0.31,GF,1619674211
550,kemijarvi,66.7131,27.4306,29.7,63,84,5.17,FI,1619674212
551,kangalassy,62.3464,129.9628,35.6,41,0,2.24,RU,1619674212
552,wamba,8.9333,8.6,77.43,75,97,3.09,NG,1619674213
553,paranaiba,-19.6772,-51.1908,60.15,41,65,6.58,BR,1619674213
554,qeshm,26.9581,56.2719,91.4,43,79,6.91,IR,1619674214
555,katihar,25.5333,87.5833,104.86,15,44,2.08,IN,1619674214
556,ulagan,50.6321,87.9563,64.29,41,54,9.89,RU,1619674215
557,klaksvik,62.2266,-6.589,37.4,75,63,11.5,FO,1619674215
558,constantine,36.365,6.6147,50.0,87,0,3.44,DZ,1619674215
559,gbarnga,6.9956,-9.4722,70.86,99,47,1.88,LR,1619674216
560,itoigawa,37.0333,137.85,53.91,96,100,10.0,JP,1619674216
561,gat,31.61,34.7642,72.0,45,0,3.11,IL,1619674217
562,filadelfia,39.9523,-75.1638,70.0,64,75,6.15,US,1619674028
563,dalbandin,28.8947,64.4101,91.83,13,72,4.36,PK,1619674218
564,kachiry,53.0675,76.1036,63.84,58,99,10.38,KZ,1619674218
565,beringovskiy,63.05,179.3167,27.99,78,0,2.55,RU,1619674219
566,balabac,7.9868,117.0645,85.01,68,99,11.03,PH,1619674219
567,quatre cocos,-20.2078,57.7625,80.6,83,40,16.11,MU,1619674220
568,portugalete,43.321,-3.0206,50.0,93,75,1.72,ES,1619674220
569,puerto maldonado,-12.6,-69.1833,64.67,84,91,2.04,PE,1619674220
570,kalengwa,-13.4659,25.0027,67.98,72,28,6.71,ZM,1619674221
571,cairns,-16.9167,145.7667,79.0,73,40,9.22,AU,1619674221
572,atherton,53.5237,-2.4935,39.99,79,64,4.0,GB,1619674221
573,matara,5.9485,80.5353,86.25,65,84,8.68,LK,1619674222
574,kalabo,-14.97,22.6814,66.61,77,63,6.73,ZM,1619674222
575,wuzhou,23.4833,111.3167,83.37,47,50,2.35,CN,1619674222
576,konevo,62.1215,39.3192,34.43,66,84,7.56,RU,1619674223
577,talnakh,69.4865,88.3972,33.69,99,100,5.68,RU,1619674223
578,andenes,69.3143,16.1194,33.8,86,75,13.8,NO,1619674223
579,borovoy,55.4333,86.0833,51.8,58,0,8.95,RU,1619674224
580,lufilufi,-13.8745,-171.5986,82.4,89,75,10.36,WS,1619674224
581,collie,-33.3667,116.15,64.99,83,97,13.0,AU,1619674225
582,chumphon,10.3333,98.8333,91.4,62,40,5.75,TH,1619674225
583,manbij,36.5281,37.9549,75.2,33,0,4.5,SY,1619674225
