,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
371,ronneby,56.21,15.276,44.6,76,90,12.66,SE,1619728829
372,yarada,17.65,83.2667,77.0,83,40,3.44,IN,1619728831
373,parker,32.7668,-97.8003,64.0,96,100,5.01,US,1619728581
374,zhigansk,66.7697,123.3711,30.18,93,100,6.44,RU,1619728831
375,monywa,22.1167,95.1333,85.24,52,3,2.42,MM,1619728832
376,ilulissat,69.2167,-51.1,41.0,52,99,2.19,GL,1619728832
377,zhob,31.3411,69.4481,68.09,45,100,2.95,PK,1619728832
378,cedar city,37.6775,-113.0619,72.0,17,1,6.91,US,1619728833
379,dukat,62.55,155.55,23.67,92,100,4.43,RU,1619728834
380,nalut,30.3333,10.85,85.78,13,0,5.03,LY,1619728834
381,praia,14.9215,-23.5087,73.4,68,75,20.71,CV,1619728835
382,kapuskasing,49.4169,-82.4331,62.6,27,100,4.61,CA,1619728835
383,kruisfontein,-34.0033,24.7314,57.0,94,100,1.01,ZA,1619728836
384,dalnerechensk,45.9339,133.7225,44.28,55,93,4.47,RU,1619728836
385,adrar,20.5022,-10.0711,86.65,23,71,17.25,MR,1619728836
386,fushun,41.8558,123.9233,41.0,93,100,4.47,CN,1619728837
387,chirongui,-12.9319,45.1483,80.6,89,0,5.75,YT,1619728837
388,lufilufi,-13.8745,-171.5986,86.0,79,75,3.44,WS,1619728838
389,sulangan,11.1373,123.7228,81.07,74,27,3.53,PH,1619728838
390,dubai,25.2582,55.3047,87.8,42,0,8.05,AE,1619728673
391,karasjok,69.4719,25.5112,26.6,80,75,19.57,NO,1619728839
392,samana,19.2056,-69.3369,87.8,66,40,13.8,DO,1619728839
393,kropotkin,45.4375,40.5756,54.37,92,96,6.49,RU,1619728839
394,degtyarsk,56.704,60.0879,37.4,87,40,8.95,RU,1619728840
395,toamasina,-18.1667,49.3833,75.2,94,75,2.3,MG,1619728840
396,mahibadhoo,3.7833,72.9667,83.25,71,9,6.02,MV,1619728841
397,linxia,35.6003,103.2064,51.6,40,1,6.69,CN,1619728747
398,cururupu,-1.8283,-44.8683,76.6,89,100,2.86,BR,1619728841
399,canutama,-6.5339,-64.3831,79.81,85,100,2.8,BR,1619728842
400,oranjestad,12.524,-70.027,84.2,65,20,11.5,AW,1619728842
401,shimoda,34.6667,138.95,61.0,65,40,4.0,JP,1619728842
402,tambovka,50.0969,128.0489,32.0,80,40,8.95,RU,1619728843
403,santa isabel do rio negro,-0.4139,-65.0192,77.74,84,100,2.57,BR,1619728843
404,izazi,-7.2,35.7333,72.43,78,98,3.33,TZ,1619728844
405,ternate,0.8,127.4,80.64,76,100,1.86,ID,1619728844
406,vlcnov,49.5787,17.9546,57.2,72,0,6.91,CZ,1619728845
407,iquitos,-3.7481,-73.2472,82.4,78,75,5.75,PE,1619728845
408,biak,-0.9131,122.8766,75.94,82,87,2.73,ID,1619728846
409,dhidhdhoo,6.8833,73.1,83.16,74,100,6.91,MV,1619728822
410,marawi,7.9986,124.2928,75.99,86,56,5.99,PH,1619728847
411,bilma,18.6853,12.9164,87.17,7,0,11.03,NE,1619728849
412,inirida,3.8653,-67.9239,73.11,98,100,1.36,CO,1619728850
413,malatya,38.5,38.0,55.4,67,40,6.91,TR,1619728850
414,kachiry,53.0675,76.1036,47.19,60,18,7.4,KZ,1619728851
415,wakkanai,45.4094,141.6739,40.57,89,100,22.32,JP,1619728851
416,elat,29.5581,34.9482,86.0,17,0,16.11,IL,1619728852
417,siavonga,-16.5382,28.7088,75.29,62,12,4.63,ZM,1619728852
418,dudinka,69.4058,86.1778,26.78,98,99,3.56,RU,1619728853
419,kerman,30.2832,57.0788,68.13,33,100,2.08,IR,1619728802
420,vagur,61.4732,-6.8119,39.38,63,74,16.53,FO,1619728853
421,kushima,31.4583,131.2333,56.82,83,0,6.31,JP,1619728854
422,pangnirtung,66.1451,-65.7125,30.2,93,90,11.5,CA,1619728854
423,guantanamo,20.1444,-75.2092,86.0,62,40,21.85,CU,1619728854
424,opelousas,30.5335,-92.0815,89.6,55,40,12.66,US,1619728736
425,bereznik,62.8551,42.7072,32.36,77,99,4.97,RU,1619728855
426,khasan,42.4308,130.6434,43.27,68,100,5.55,RU,1619728855
427,mabaruma,8.2,-59.7833,74.19,96,93,5.08,GY,1619728856
428,kaa-khem,51.6833,94.7333,48.16,55,100,2.75,RU,1619728856
429,punalur,9.0,76.9333,84.2,84,75,1.23,IN,1619728856
430,bud,39.447,-86.1758,61.0,83,100,15.19,US,1619728857
431,makakilo city,21.3469,-158.0858,80.6,57,90,10.36,US,1619728857
432,teknaf,20.8624,92.3058,77.47,86,1,1.66,BD,1619728858
433,souillac,-20.5167,57.5167,77.0,83,75,14.97,MU,1619728858
434,lagoa,39.05,-27.9833,57.11,62,100,8.59,PT,1619728858
435,guymon,36.6828,-101.4816,75.2,22,1,19.57,US,1619728859
436,sept-iles,50.2001,-66.3821,50.0,53,75,10.36,CA,1619728859
437,mehran,33.1222,46.1646,62.6,34,0,6.91,IR,1619728860
438,labuhan,-6.8844,112.2051,76.44,90,62,7.27,ID,1619728860
439,caraquet,47.7941,-64.9386,55.4,44,16,4.61,CA,1619728860
440,olga,43.7444,135.2892,41.97,58,100,6.6,RU,1619728861
441,teguldet,57.3064,88.1667,42.49,90,100,7.87,RU,1619728861
442,kapustin yar,48.5831,45.7372,47.61,49,8,8.63,RU,1619728861
443,svetlyy,54.675,20.1347,48.2,93,90,8.95,RU,1619728862
444,port hardy,50.6996,-127.4199,51.8,87,90,16.11,CA,1619728862
445,constitucion,-35.3333,-72.4167,60.42,74,100,1.5,CL,1619728862
446,high level,58.5169,-117.136,41.0,45,75,13.8,CA,1619728863
447,fort nelson,58.8053,-122.7002,46.4,49,75,6.91,CA,1619728863
448,margate,51.3813,1.3862,44.01,63,64,3.13,GB,1619728865
449,honiara,-9.4333,159.95,78.93,77,57,4.14,SB,1619728865
450,padang,-0.9492,100.3543,75.69,92,100,3.85,ID,1619728865
451,ziro,27.6333,93.8333,52.63,62,23,3.0,IN,1619728866
452,onega,63.9061,38.1404,32.29,74,93,8.72,RU,1619728866
453,yavas,54.4159,42.8491,38.89,90,44,4.94,RU,1619728867
454,doctor juan leon mallorquin,-25.4,-55.2667,80.6,34,0,3.44,PY,1619728867
455,ust-omchug,61.15,149.6333,23.14,97,97,3.04,RU,1619728867
456,novorudnyy,51.5026,58.1873,42.8,61,0,11.18,RU,1619728868
457,polyarnyy,69.1989,33.4478,30.2,74,0,4.47,RU,1619728868
458,altamont,42.2068,-121.7372,78.01,23,1,3.44,US,1619728869
459,sovetskiy,61.3614,63.5842,35.71,92,91,5.06,RU,1619728869
460,tadine,-21.55,167.8833,74.84,55,28,14.79,NC,1619728870
461,melhus,63.2855,10.2781,39.0,67,73,1.01,NO,1619728870
462,nerchinskiy zavod,51.3088,119.61,27.34,95,86,4.25,RU,1619728870
463,karratha,-20.7377,116.8463,78.89,34,0,7.81,AU,1619728872
464,wajir,1.7471,40.0573,83.43,55,80,7.94,KE,1619728872
465,haapiti,-17.5667,-149.8667,86.0,66,20,3.44,PF,1619728873
466,novorzhev,57.0294,29.3338,41.45,89,100,4.29,RU,1619728873
467,sao joao da barra,-21.6403,-41.0511,73.4,88,75,9.22,BR,1619728873
468,burgos,42.3394,-3.7079,43.0,93,90,5.75,ES,1619728874
469,flinders,-34.5833,150.8552,53.01,89,0,1.01,AU,1619728874
470,ola,59.5833,151.2833,30.58,73,25,5.1,RU,1619728875
471,dandong,40.1292,124.3947,47.68,85,100,4.5,CN,1619728875
472,haines junction,60.7522,-137.5108,42.8,56,99,4.61,CA,1619728875
473,mogadouro,41.3403,-6.7119,46.99,73,100,1.99,PT,1619728876
474,shasta lake,40.6804,-122.3708,82.99,26,1,4.61,US,1619728876
475,woodstock,43.1334,-80.7497,51.01,93,100,3.44,CA,1619728626
476,vikulovo,56.8167,70.6107,40.93,66,3,9.24,RU,1619728877
477,kapit,2.0167,112.9333,73.72,99,100,1.7,MY,1619728877
478,cotacachi,0.3,-78.2667,64.4,68,75,12.66,EC,1619728877
479,costa rica,-23.4167,-54.65,71.8,41,0,3.96,BR,1619728878
480,yumen,40.2833,97.2,59.43,18,44,4.79,CN,1619728878
481,usinsk,65.9939,57.5281,27.19,69,100,2.89,RU,1619728878
482,laguna,38.421,-121.4238,89.01,20,1,5.75,US,1619728879
483,campos belos,-13.0367,-46.7717,77.43,62,65,2.77,BR,1619728879
484,hopewell,37.3043,-77.2872,82.99,52,98,8.99,US,1619728880
485,rosetta,31.4044,30.4164,69.8,68,0,4.61,EG,1619728880
486,zyryanovsk,49.7386,84.2719,56.25,65,99,2.53,KZ,1619728872
487,hirado,33.3597,129.5531,62.01,52,70,5.01,JP,1619728881
488,katangli,51.7102,143.2326,30.72,86,94,8.39,RU,1619728881
489,calvinia,-31.4707,19.776,49.15,77,1,6.46,ZA,1619728881
490,zadar,44.1197,15.2422,59.0,88,75,5.75,HR,1619728843
491,henties bay,-22.116,14.2845,59.0,84,0,7.0,NA,1619728882
492,lambarene,-0.7001,10.2406,76.12,93,100,3.2,GA,1619728882
493,palmer,42.1584,-72.3287,59.0,100,90,3.44,US,1619728883
494,bulungu,-4.55,18.6,71.2,97,100,2.84,CD,1619728883
495,saldanha,-33.0117,17.9442,59.0,67,0,13.8,ZA,1619728883
496,rio grande,-32.035,-52.0986,66.2,68,0,6.91,BR,1619728884
497,san antonio,29.4241,-98.4936,73.4,68,90,13.8,US,1619728803
498,cap-aux-meules,47.3821,-61.8597,42.8,75,18,4.61,CA,1619728884
499,maceio,-9.6658,-35.7353,82.4,74,20,11.5,BR,1619728885
500,matagami,49.7502,-77.6328,64.4,22,1,11.5,CA,1619728885
501,sao miguel do araguaia,-13.275,-50.1628,79.88,67,49,2.53,BR,1619728886
502,capinzal,-27.3436,-51.6119,62.62,52,0,3.6,BR,1619728886
503,igboho,8.8333,3.75,81.19,57,100,9.75,NG,1619728887
504,zhezkazgan,47.8043,67.7144,53.94,52,96,16.46,KZ,1619728887
505,wajima,37.4,136.9,50.97,88,100,3.33,JP,1619728888
506,dalnegorsk,44.5604,135.5701,42.28,52,100,2.21,RU,1619728883
507,sakakah,29.9697,40.2064,75.2,14,0,3.44,SA,1619728889
508,labuan,5.2767,115.2417,78.8,94,20,5.55,MY,1619728889
509,shache,38.4167,77.2406,67.24,11,2,6.17,CN,1619728889
510,port macquarie,-31.4333,152.9167,54.0,99,9,1.99,AU,1619728890
511,bonavista,48.6499,-53.1147,48.2,57,81,3.44,CA,1619728890
512,iskateley,67.6803,53.1512,23.88,90,84,3.02,RU,1619728890
513,mahajanga,-15.7167,46.3167,78.8,83,20,4.61,MG,1619728753
514,alofi,-19.0595,-169.9187,80.6,89,75,4.61,NU,1619728891
515,epe,6.5841,3.9834,79.34,82,100,5.66,NG,1619728891
516,catamarca,-28.4696,-65.7852,75.99,59,3,5.01,AR,1619728664
517,ampanihy,-24.7,44.75,72.95,62,6,4.27,MG,1619728892
518,whyalla,-33.0333,137.5833,46.4,93,0,4.61,AU,1619728893
519,paracatu,-17.2222,-46.8747,70.18,81,76,3.65,BR,1619728893
520,ambilobe,-13.2,49.05,73.96,92,18,3.29,MG,1619728895
521,abu dhabi,24.4667,54.3667,87.8,45,0,4.61,AE,1619728825
522,kerema,-7.9631,145.7785,75.33,84,90,2.15,PG,1619728896
523,ilo,-17.6394,-71.3375,68.32,75,1,7.31,PE,1619728896
524,le port,-20.9373,55.2919,75.2,94,75,13.8,RE,1619728901
525,saint-paul,-21.0096,55.2707,75.2,94,75,13.8,RE,1619728901
526,natitingou,10.3042,1.3796,85.6,43,98,5.59,BJ,1619728902
527,fare,-16.7,-151.0167,81.27,74,79,8.25,PF,1619728902
528,gibgos,13.859,123.7675,74.59,85,96,1.68,PH,1619728903
529,poum,-20.2333,164.0167,75.61,60,34,13.04,NC,1619728908
530,altay,47.8667,88.1167,57.02,47,62,7.61,CN,1619728910
531,barra do garcas,-15.89,-52.2567,89.6,37,0,2.51,BR,1619728910
532,saint-augustin,51.226,-58.6502,44.08,71,100,1.97,CA,1619728911
533,farafangana,-22.8167,47.8333,73.06,87,24,6.55,MG,1619728912
534,pacific grove,36.6177,-121.9166,69.01,63,1,10.36,US,1619728913
535,riviere-au-renard,48.9957,-64.3971,50.0,62,75,9.22,CA,1619728913
536,lantawan,10.6167,123.9833,78.8,83,75,0.45,PH,1619728914
537,berezovyy,51.6667,135.7,32.34,94,100,4.65,RU,1619728914
538,lalmohan,22.3384,90.7419,82.08,78,3,10.02,BD,1619728915
539,aketi,2.7388,23.7833,70.97,98,97,1.83,CD,1619728916
540,strezhevoy,60.7333,77.5889,35.6,100,0,8.95,RU,1619728917
541,la motte-servolex,45.5942,5.8758,53.6,87,90,3.44,FR,1619728917
542,corsicana,32.0954,-96.4689,80.6,65,90,9.22,US,1619728713
543,aksarka,66.5606,67.7975,23.92,95,100,8.01,RU,1619728920
544,rafraf,37.1904,10.1837,66.2,68,20,3.44,TN,1619728921
545,varhaug,58.6147,5.6457,45.0,62,62,8.08,NO,1619728923
546,nioro,13.35,-15.75,84.15,36,30,11.48,GM,1619728923
547,tortoli,39.9256,9.6572,60.8,94,0,2.3,IT,1619728924
548,naron,43.5167,-8.1528,54.0,76,40,5.75,ES,1619728929
549,san luis,-33.295,-66.3356,70.12,40,0,9.17,AR,1619728930
550,salekhard,66.53,66.6019,24.78,96,100,7.87,RU,1619728930
551,sar-e pul,35.8333,66.1667,64.36,35,14,6.33,AF,1619728931
552,bakel,14.905,-12.4568,100.71,13,38,14.88,SN,1619728931
